parlamentar_id,ano,num_contrato,orgao,nome_contratada,valor_contratado,objeto,status
PI-EXEC-GOVERNADOR,2023,002/2023,DER-PI - DEPARTAMENTO DE ESTRADAS DE RODAGEM DO PI,CONSTRUTORA E INCORPORADORA SOMA LTDA,34984683.51,"Execução dos Serviços de Conservação e Manutenção da Malha Rodoviária Estadual compreendendo as Rodovias Estaduais, Acessos de Ligação, Anéis, Contornos e Arcos do Território de Desenvolvimento Vale do Rio Guaribas – TD-06, que abrange as seguintes Rodovias: PI-142; PI-227; PI-228; PI-229; PI-238; PI-242; PI-245; PI-375; PI-379; PI380; PI-455; PI-460 e Ligação, trechos: Entr. Br 407 / Itainópolis - 40km; Itainópolis / Veras Mendes - 19km; Entr. Br-316 / Santa Cruz Do Piauí - 26km; Santa Cruz Do Piauí / Paquetá - 11km; Entr. Br 316 / Paquetá - 23km; Picos / Aroeira Do Itaim - 28km; Picos / Santana Do Piauí - 18km; Sussuapara / São José Do Piauí - 20km; São José Do Piauí / Inhuma - 43km; Picos / Sussuapara / Bocaina - 18km; Bocaina / São João Da Canabrava - 17km; São João Da Canabrava / São Luis Do Piauí - 4km; Entr. Br-316 / Francisco Santos - 14km; Entr. Br-020 / Francisco Santos - 7km; Entr. Br-020 / Monsenhor Hipólito - 18km; Entr. Br-316(Campo Grande Do Piauí) / Monsenhor Hipólito - 16km; Entr. Br-316 / Alagoinha Do Piauí - 19km; Entr. Br-230 / São Julião - 5km; Pio Ix / Fronteiras - 34km; Entr. Pi-142 / Fábrica De Cimento - 17km; Entr. Br-020 / Pio Ix - 40km; Entr. Brr-316(Campo Grande Do Piauí) / Div. Terr. Rio Itaim - 19km; Vila Nova Do Piauí / Pov. São João - 12km; Picos / Pov. Tabatinga - 12km; Picos / Pov. Santa Luzia - 13km; - Picos / Pov. Gameleira – 13,00 km, com extensão total de 506,00 km.",Rescindido
PI-EXEC-GOVERNADOR,2023,04/2023,AGÊNCIA REGULADORA DOS SERVIÇOS PÚBLICOS DELEGADOS DO ESTADO DO PIAUÍ,MIRACEU TURISMO LTDA,33323285.33,"Registro de Preços para fins de contratação de empresa para prestação de serviços continuados sem dedicação exclusiva de mão de obra de agenciamento de viagens, compreendendo os serviços de reserva, de emissão, de alteração, de marcação, de remarcação e de cancelamento de passagens aéreas nacionais e internacionais e demais serviços correlatos, a fim de atender às necessidades da Secretaria de Estado da Administração e demais órgãos integrantes do Governo do Estado do Piauí.",Em vigência
PI-EXEC-GOVERNADOR,2023,005/2023,DER-PI - DEPARTAMENTO DE ESTRADAS DE RODAGEM DO PI,CONSTRUTORA RENATA LTDA,33157153.97,"Execução dos Serviços de Conservação e Manutenção da Malha Rodoviária Estadual compreendendo as Rodovias Estaduais, Acessos de Ligação, Anéis, Contornos e Arcos do Território de Desenvolvimento Serra da Capivara – TD-08, que abrange as seguintes Rodovias: PI-140; PI-144; PI-459; PI-462; PI-465; PI-466; PI-467; PI-468 e Ligação, trechos: São Raimundo Nonato / São Braz Do Piauí - 27km; São Braz Do Piauí / Anísio De Abreu - 15km; Anísio De Abreu / Jurema - 13km; Jurema / Caracol - 24km; Anísio De Abreu / Várzea Branca - 11km; Várzea Branca / Bonfim Do Piauí - 14km; Entr. Br-020 / Bonfim Do Piauí - 16km; São Raimundo Nonato / São Lourenço Do Piauí - 22km; São Lourenço Do Piauí / Dirceu Arcoverde - 22km; Dirceu Arcoverde / Div. Bahia - 10km; Entr. Br-020 / João Costa - 15km; Cel. José Dias / Parq. Serra Da Capivara - 14km; São João Do Piauí / Campo Alegre Do Fidalgo - 48km; Campo Alegre Do Fidalgo / Lagoa Do Barro - 42km; Entr. Br-020 / Fartura Do Piauí - 21km; Entr. Pi-459 / São Francisco De Assis Do Piauí - 18km; Entr. Pi-459 / Cap. Gervásio de Oliveira - 18km; Entr. Br-020 / Barragem Do Jenipapo – 15km, Dom Inocêncio / Ingazeira – 46km, com extensão total de 483,00 km.",Rescindido
PI-EXEC-GOVERNADOR,2023,010/2023,AGÊNCIA DE ATRAÇÃO DE INVESTIMENTOS ESTRATÉGICOS DO PIAUÍ ,DTA ENGENHARIA LTDA,32718300.0,"Contratação de empresa especializada para a execução de obras de implantação de cais de atracação para instalação do terminal pesqueiro de Luís Correia-PI (TPLC) e dragagem do canal de acesso, bacia de evolução e berço de atracação do TPLC, conforme especificações, quantidades e condições estabelecidas no Edital e seus anexos. ",Encerrado
PI-EXEC-GOVERNADOR,2023,003/2023,DER-PI - DEPARTAMENTO DE ESTRADAS DE RODAGEM DO PI,CERRADO ENGENHARIA INCORPORADORA EIRELLI,30204477.74,"Execução dos Serviços de Conservação e Manutenção da Malha Rodoviária Estadual compreendendo as Rodovias Estaduais, Acessos de Ligação, Anéis, Contornos e Arcos do Território de Desenvolvimento Chapada Vale do Rio Itaim – TD-12, que abrange as seguintes Rodovias: PI-142; PI-143; PI-227; PI-229; PI-243; PI-456; PI-457; PI-458; PI-459; PI461 e Ligação, trechos: Marcolândia / Caldeirão Grande Do Piauí - 14km; Marcolândia / Simões - 30km; Simões / Curral Novo Do Piauí - 30km; Entr. Pi-456 / Caridade Do Piauí - 18km; Caridade Do Piauí / Curral Novo - 18km; Jaicós / Belém Do Piauí - 19km; Belém Do Piauí / Padre Marcos - 10km; Padre Marcos / Francisco Macedo - 14km; Jaicós / Div. Vale Do Guariba - 10km; Jaicós / Massapê Do Piauí - 12km; Paulistana / Betânia Do Piauí - 47km; Paulistana / Pov. Tigre - 32km; Jacobina Do Piauí / Conceição Do Canindé - 57km; Entr. Br 407(Pipocas) / Queimada Nova - 50km; Entr. Br-407 / Pov. Várzea Queimada - 7km. . Lagoa Do Barro / Queimada Nova – 20km, Entr. Pi-459 / Curral Novo Do Piauí – 50km, Entr. Br-407 (Jacobina Do PI) / Pov. Juazeiro Do Secundo – 12km, Caldeirão Grande / Fronteiras – 32km, com extensão total de 482,00 km.",Rescindido
PI-EXEC-GOVERNADOR,2023,072/2023,DER-PI - DEPARTAMENTO DE ESTRADAS DE RODAGEM DO PI,Construtora Jurema Ltda,30111227.03,"CONTRATAÇÃO DE EMPRESA PARA OS SERVIÇOS DE MELHORAMENTO DA IMPLANTAÇÃO E PAVIMENTAÇÃO ASFÁLTICA EM TRATAMENTO SUPERFICIAL DUPLO COM BANHO DILUÍDO (TSD) NA PISTA DE ROLAMENTO E TRATAMENTO SUPERFICIAL SIMPLES (TSS) NOS ACOSTAMENTOS, NA RODOVIA PI-258. TRECHO: DOMINGOS MOURÃO A DIVISA (PI/CE), COM EXTENSÃO DE 20,23KM.",Encerrado
PI-EXEC-GOVERNADOR,2023,6/2023,SECRETARIA DO MEIO AMBIENTE E RECURSOS HIDRICOS,INSTITUTO NEGOCIOS PUBLICOS DO BRASIL - ESTUDOS E PESQUISAS NA ADMNIISTRACAO PUBLICA - INP – LTDA,29400000.0,Contratação de empresa de notória especialização e natureza singular que promoverá treinamento e aperfeiçoamento através do 18º Congresso Brasileiro de Pregoeiros para os servidores do setor de Licitação da Secretaria do Meio Ambiente e Recursos Hídrico do Estado do Piauí,Encerrado
PI-EXEC-GOVERNADOR,2023,04/2023,SECRETARIA DE ESTADO DE JUSTIÇA E DOS DIREITOS HUMANOS,R Melo Construtora LTDA.,28779353.81,"Contratação de empresa de engenharia para a Execução de Obra de Engenharia para a Construção da Casa de Detenção Provisória de Buriti dos Lopes com capacidade para 307 vagas, na BR 343, no município de Buriti dos Lopes/PI.",Encerrado
PI-EXEC-GOVERNADOR,2023,010/2023,Companhia Ferroviária e de Logística do Piauí (Metrô),EAGLE CONSULTORIA ECONOMICA E DE ENGENHARIA LTDA,27457490.5,"contratação de empresa especializada para execução dos serviços técnicos de elaboração de Estudos técnicos e projetos para implantação do sistema porto, hidro e ferroviário do Estado do Piau",Encerrado
PI-EXEC-GOVERNADOR,2024,72/2024,TCE - TRIBUNAL DE CONTAS DO ESTADO DO PIAUI,LANLINK SOLUÇÕES E COMERCIALIZAÇÃO EM INFORMÁTICA,1595372700.0,"Prestação de serviços de soluções de Plataforma de Colaboração e Produtividade para Comunicação Corporativa baseada em nuvem Microsoft Office 365, para o período de 36(trinta e seis) meses;",Em vigência
PI-EXEC-GOVERNADOR,2024,648/2024,SECRETARIA DE ESTADO DA ADMINISTRACAO,AEGEA SANEAMENTOS,1000000000.0,"CONCORRÊNCIA PÚBLICA, a ser julgada pelo critério de menor tarifa, combinado com maior valor de outorga, para selecionar a proposta para celebração de contrato de concessão para gestão de serviços de operação, manutenção e exploração dos sistemas de abastecimento de água e de esgotamento sanitário nos Municípios da MRAE. Conforme definições do GLOSSÁRIO.",Aguarda informações
PI-EXEC-GOVERNADOR,2024,CG 04/2024,SECRETARIA DA SAÚDE,SOCIEDADE BRASILEIRA CAMINHO DE DAMASCO,919999080.0,"Contratação de Instituição Sem Fins Lucrativos, qualificada como Organização Social na área da Saúde, visando o gerenciamento, operacionalização e execução das ações e serviços de saúde do CENTRO INTEGRADO DE REFERÊNCIA MÉDICA DE PICOS",Em vigência
PI-EXEC-GOVERNADOR,2024,078/2024,COORDENADORIA DE DESENVOLVIMENTO DOS TERRITORIOS,W S SHOWS LTDA,900000000.0,"APRESENTAÇÃO ARTISTICA DO CANTOR WESLEY SAFADÃO NO EVENTO EM COMEMORAÇÃO AS FESTIVIDADES DA PADROEIRA DO MUNICÍPIO DE COCAL, EM COCAL, NA DATA DE 14 DE AGOSTO DE 2.024",Encerrado
PI-EXEC-GOVERNADOR,2024,008/2024,DER-PI - DEPARTAMENTO DE ESTRADAS DE RODAGEM DO PI,Construtora Jurema Ltda,262361969.93,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DO PROGRAMA DE FORTALECIMENTO DA MANUTENÇÃO PERMANENTE E SEGURANÇA DAS RODOVIAS ESTADUAIS, CONTEMPLADAS NO TERRITÓRIO DE DESENVOLVIMENTO ENTRE RIOS - TD 04. ENTR. BR-343 / OLHO D'ÁGUA DO PIAUÍ - 5,00 km; ESTACA ZERO / AGRICOLÂNDIA - 8,00 km; AGRICOLÂNDIA / SÃO PEDRO - 15,00 km; OLHO D'ÁGUA DO PIAUÍ / BARRO DURO - 10,00 km; ENTR. BR-343 / ÁGUA BRANCA - 4,00 km; ENTR. BR-343 / SÃO PEDRO DO PIAUÍ - 4,00 km; ENTR. BR-343 / REGENERAÇÃO - 6,00 km; ENTR. BR-343 / ANGICAL DO PIAUÍ - 3,00 km; ANEL VIÁRIO DE UNIÃO - 5,00 km; CONTORNO DE JOSÉ DE FREITAS - 3,00 km; RODOANEL NORTE DE TERESINA - 28,00 km; AGRICOLÂNDIA / LAGOINHA DO PIAUÍ - 7,00 km; ENTR. BR-343 / SANTO ANTONIO DOS MILAGRES - 3,00 km; CONTORNO DE REGENERAÇÃO - 7,00 km; ENTR. BR-343 / USINA SANTANA - 11,00 km; ENTR. PI-221 / PAU D'ARCO - 17,00 km; ENTR PI 112 / DIV MARANHÃO - 10,00 km; ENTR. PI-112(UNIÃO)/ LAGOA ALEGRE - 38,00 km; TERESINA / UNIÃO - 59,00 km; UNIÃO / MIGUEL ALVES - 53,00 km; MIGUEL ALVES / PORTO - 54,00 km; TERESINA / JOSE DE FREITAS - 37,00 km; JOSE DE FREITAS/ CABECEIRAS - 45,00 km; TERESINA / PALMEIRAIS - 108,00 km; PALMEIRAIS / AMARANTE - 45,00 km; REGENERAÇÃO / TANQUE - 66,00 km; ALTOS / ALTO LONGÁ - 39,00 km; ESTACA ZERO / BENEDITINOS - 32,00 km; ENTR BR 316 / HUGO NAPOLEÃO - 25,00 km; ENTR. BR-343 / SÃO GONÇALO DO PIAUÍ - 6,00 km; HUGO NAPOLEÃO / SÃO GONÇALO DO PIAUÍ - 13,00 km; ENTR. BR-316 / MIGUEL LEÃO - 18,00 km; ÁGUA BRANCA / HUGO NAPOLEÃO - 13,00 km; ENTR. BR-316 / CURRALINHOS - 30,40 km; ENTR. PI-130 (NAZÁRIA) / ENTR. PI-351 (FAZENDA NOVA) - 25,50 km; ENTR PI 231 / ENTR PI 236 - 9,00 km; ENTR. PI-112 / DAVID CALDAS - 11,00 km; JOSÉ DE FREITAS / LAGOA ALEGRE - 29,00 km; COMVAP/DIV. PI/MA / ENTR. PI-112 - 11,00 km; ENTR. BR-343(ANGICAL DO PIAUÍ) / JARDIM DO MULATO - 12,00 km; ALTO LONGÁ / SÃO JOÃO DA SERRA - 53,00 km.",Em vigência
PI-EXEC-GOVERNADOR,2024,060/2024,DER-PI - DEPARTAMENTO DE ESTRADAS DE RODAGEM DO PI,CONSTRUTORA SANTA INÊS LTDA.,214642216.46,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DO PROGRAMA DE FORTALECIMENTO DA MANUTENÇÃO PERMANENTE E SEGURANÇA DAS RODOVIAS ESTADUAIS, CONTEMPLADAS NO TERRITÓRIO DE DESENVOLVIMENTO VALE DOS RIOS PIAUÍ E ITAUEIRA - TD 09. ENTR. PI-140 / TAMBORIL DO PIAUÍ – 4,00 km; ANEL VIÁRIO DE CANTO DO BURITI – 11 km; FRANCISCO AYRES/ARRAIAL – 19 km; ENTR. BR-343 / FRANCISCO AYRES – 15 km; FLORIANO / ITAUEIRA – 100 km; CANTO DO BURITI / SÃO RAIMUNDO NONATO – 112 km; ITAUEIRA / CANTO DO BURITI – 61 km; ENTR. PI - 140 / BREJO – 8 km; BREJO / SÃO JOÃO DO PIAUÍ – 69 km; CANTO DO BURITI / ELIZEU MARTINS – 84 km; ENTR. PI-373 (Pov. Jacaré) / ENTR PI 120 / ARRAIAL – 20 km; ENTR. PI-140 / RIO GRANDE DO PIAUÍ – 10 km; ENTR. PI-140 / FLORES DO PIAUÍ – 15 km; RIO GRANDE DO PIAUÍ / PAVUSSU – 26 km; PAES LANDIM / SOCORRO DO PIAUÍ - 29 km; FLORES DO PIAUÍ / RIBEIRA DO PIAUÍ – 25 km; PAES LANDIM / SÃO MIGUEL DO FIDALGO – 29 km; SÃO JOSÉ DO PEIXE / SÃO MIGUEL DO FIDALGO – 25 km; ENTR. PI-140 / PAJEÚ DO PIAUÍ – 21 km; ENTR. BR- 020 / PEDRO LAURENTINO – 28 km; PEDRO LAURENTINO / PAES LANDIM – 39 km; PEDRO LAURENTINO / SOCORRO – 37 km.",Em vigência
PI-EXEC-GOVERNADOR,2024,063/2024,DER-PI - DEPARTAMENTO DE ESTRADAS DE RODAGEM DO PI,MANGABEIRAS II,210444136.08,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DO PROGRAMA DE FORTALECIMENTO DA MANUTENÇÃO PERMANENTE E SEGURANÇA DAS RODOVIAS ESTADUAIS, CONTEMPLADAS NO TERRITÓRIO DE DESENVOLVIMENTO CHAPADA DAS MANGABEIRAS - TD 11. ENTR. BR-135 / ALVORADA DO GURGUÉIA - 2,00 KM; BOM JESUS / CURRAIS - 8,00 KM; ENTR. BR-135 / SANTA LUZ - 15,00 KM; CORRENTE / PARNAGUA - 78,00 KM; PARNAGUA / CURIMATÁ - 48,00 KM; CURIMATÁ / AVELINO LOPES - 44,00 KM; ENTR. BR-135 / REDENÇÃO DO GURGUÉIA - 2,00 KM; CURIMATÁ/ REDENÇÃO DO GURGUEIA - 84,00 KM; ENTR. BR-135 / POV. PALESTINA/TRANSCERRADO - 41,00 KM; ENTR. BR-135 / BARREIRAS DO PIAUÍ - 20,00 KM; COLÔNIA DO GURGUÉIA / POV. COLÔNIA DO PADRE - 8,00 KM; ENTR. BR-135 / PALMEIRA DO PIAUÍ - 10,00 KM; CORRENTE / RIACHO FRIO - 49,00 KM; CURIMATÁ / JÚLIO BORGES - 40,00 KM; ENTR. PI-255(CORRENTE) / SEBASTIÃO BARROS - 58,00 KM; ENTR.PI-255/257(CURIMATÁ) / MORRO CABEÇA NO TEMPO - 64,00 KM; ENTR. PI-414 (AVELINO LOPES) / DIV. PI/BA - 27,00 KM; ANEL VIÁRIO DE BOM JESUS - 7,00 KM.",Em vigência
PI-EXEC-GOVERNADOR,2024,113/2024,IDEPI - INSTITUTO DE DESENVOLVIMENTO DO PIAUI,CONSTRUTURA OTIMA LTDA,205192255.22,Execução das Obras e Serviços de Engenharia para a Construção da Barragem de Nova Algodões no município de Cocal – PI.,Aguarda informações
PI-EXEC-GOVERNADOR,2024,059/2024,DER-PI - DEPARTAMENTO DE ESTRADAS DE RODAGEM DO PI,CONSÓRCIO SOLUÇÃO & BS TD-02,194672777.62,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DO PROGRAMA DE FORTALECIMENTO DA MANUTENÇÃO PERMANENTE E SEGURANÇA DAS RODOVIAS ESTADUAIS, CONTEMPLADAS NO TERRITÓRIO DE DESENVOLVIMENTO DOS COCAIS - TD 02. PEDRO II / SERRA - 12,00 km; CONTORNO DE ESPERANTINA - 4,00 km; RODOANEL DE BARRAS - 2,00 km; ENTR. PI-214 / JOCA MARQUES - 10,00 km; JOCA MARQUES / MADEIRO - 9,00 km; BARRAS / BATALHA - 35,00 km; BATALHA / PIRACURUCA - 44,00 km; PIRACURUCA / ENTR. BR-222 - 32,00 km; ENTR. PI-110/PIRIPIRI - 55,00 km; ENTR. BR-222 / PIRACURUCA - 32,00 km; PORTO / CAMPO LARGO - 14,00 km; CAMPO LARGO/MATIAS OLÍMPIO - 16,00 km; MATIAS OLIMPIO / ENTR. PI-214 - 23,00 km; LUZILÂNDIA / JOAQUIM PIRES - 28,00 km; CONTORNO DE LUZILÂNDIA - 4,00 km; ENTR. PI-213 /JOAQUIM PIRES - 41,00 km; NOSSA SENHORA DOS REMÉDIOS / PORTO - 14,00 km; BARRAS /NOSSA SENHORA DOS REMÉDIOS - 50,00 km; ENTR BR-222 (ESPERANTINA) / CACHOEIRA DO URUBU / PALMEIRAS - 19,00 km; ESPERANTINA / MORRO DO CHAPÉU - 18,00 km; MORRO DO CHAPÉU / LUZILÂNDIA - 42,00 km; ENTR. BR-404 / MILTON BRANDÃO - 25,00 km; ENTR.BR-222/DOMINGOS MOURÃO - 49,00 km; ENTR. BR-343 / SÃO JOSÉ DO DIVINO - 18,00 km; PIRIPIRI/CALDEIRÃO / LAGOA DO S. FRANCISCO / ENTR. BR-404 - 50,00 km; PEDRO II / DIV PI- CE - 32,00km; ENTR BR 343 (PIRIPIRI) / PEDRO II - 45,00 km.",Em vigência
PI-EXEC-GOVERNADOR,2024,067/2024,DER-PI - DEPARTAMENTO DE ESTRADAS DE RODAGEM DO PI,CONSORCIO CSS - TD 07,193976650.43,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DO PROGRAMA DE FORTALECIMENTO DA MANUTENÇÃO PERMANENTE E SEGURANÇA DAS RODOVIAS ESTADUAIS, CONTEMPLADAS NO TERRITÓRIO DE DESENVOLVIMENTO VALE DO RIO CANINDÉ - TD 07. ENTR. PI-249 / POV. MORROS DOS CAVALOS – 3 km; ENTR. BR-020(SIMPL. MENDES) / CONC. DO CANINDÉ – 42 km; OEIRAS / COLÔNIA DO PIAUÍ – 25 km; COLÔNIA DO PIAUÍ / SIMPLÍCIO MENDES – 78 km; TANQUE / OEIRAS – 58 km; ENTR. BR-230 / SÃO FRANCISCO DO PIAUÍ – 35 km; SÃO FRANCISCO DO PIAUÍ / SÃO JOSÉ DO PEIXE – 32 km; ENTR. BR-230(OEIRAS) / SANTA CRUZ DO PIAUÍ – 47 km; ENTR. PI-236 / SANTA ROSA DO PIAUÍ – 20 km; SANTA ROSA DO PIAUÍ / CAJAZEIRAS DO PIAUÍ – 17 km; CAJAZEIRAS DO PIAUÍ / ARRAIAL – 27 km; ENTR. PI-143 / SANTO INÁCIO DO PIAUÍ – 25 km; ENTR. PI-143 / SÃO MIGUEL DO FIDALGO – 16 km; SANTA INÁCIO DO PIAUÍ / FLORESTA DO PIAUÍ – 16 km; SANTO INÁCIO / WALL FERRAZ – 26 km; WALL FERRAZ / SANTA CRUZ DO PIAUÍ – 24 km; CAMPINAS DO PIAUÍ / ENTR. PI-241 – 24 km; SIMPLÍCIO MENDES / ISAÍAS COELHO – 34 km; ISAIAS COELHO / VERA MENDES – 32 km; ENTR. BR-020 / BELA VISTA DO PIAUÍ – 12 km; ENTR. PI-143 / PAES LANDIM – 42 km; ENTR. PI-245(SIMPLÍCIO MENDES) / CAMPINAS DO PIAUÍ – 27 km; ENTR BR-230 / SÃO JOÃO DA VARJOTA – 1 km; ANEL VIARIO DE ISAIAS COELHO – 2km.",Em vigência
PI-EXEC-GOVERNADOR,2024,01/2024,SETRANS - SECRETARIA DOS TRANSPORTES,Construtora Hidros Ltda,193123296.22,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DAS “OBRAS CIVIS, REVITALIZAÇÃO, MODERNIZAÇÃO E MELHORIAS DO SISTEMA EXISTENTE DO METRÔ DE TERESINA – PI - FASE 01”, CONFORME PROJETO BÁSICO EM ANEXO, CONFORME ESPECIFICAÇÕES DO EDITAL E SEUS ANEXOS.",Em vigência
PI-EXEC-GOVERNADOR,2024,066/2024,DER-PI - DEPARTAMENTO DE ESTRADAS DE RODAGEM DO PI,CONSORCIO SSS - TD 12,189747038.5,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DO PROGRAMA DE FORTALECIMENTO DA MANUTENÇÃO PERMANENTE E SEGURANÇA DAS RODOVIAS ESTADUAIS, CONTEMPLADAS NO TERRITÓRIO DE DESENVOLVIMENTO CHAPADA VALE DO RIO ITAIM - TD 12. ENTR. BR-407/ POV. VÁRZEA QUEIMADA - 7,00 km; MARCOLÂNDIA / CALDEIRÃO GRANDE - 14,00 km; CALDEIRÃO GRANDE / FRONTEIRAS - 32,00 km; ENTR PI 459 (FAZENDINHA)/ ENTR PI 456 (ACESSO BAIXIO DOS BELOS) - 38,00 km; MARCOLÂNDIA / SIMÕES - 30,00 km; JACOBINA DO PIAUÍ / CONCEIÇÃO DO CANINDÉ - 57,00 km; JAICÓS / BELÉM DO PIAUÍ - 19,00 km; BELÉM DO PIAUÍ / PADRE MARCOS - 10,00 km; PADRE MARCOS/ FRANCISCO MACEDO - 14,00 km; SIMÕES/CURRAL NOVO - 30,00 km; ENTR. PI-459 / CURRAL NOVO DO PIAUÍ - 50,00 km; ENTR. BR-407 (JACOBINA DO PI) / POV. JUAZEIRO DO SECUNDO - 13,00 km; ENTR. PI-456 / CARIDADE DO PIAUÍ - 18,00 km; ENTR PI 457 (CARIDADE DO PIAUÍ) / ENTR. PI-456 (CURRAL NOVO) - 18,00 km; PAULISTANA/POVOADO TIGRE - 32,00 km; PAULISTANA / BETÂNIA DO PIAUÍ - 47,00 km; JAICÓS / MASSAPÊ DO PIAUÍ - 12,00 km; PIPOCAS / QUEIMADA NOVA - 50,00 km; LAGOA DO BARRO / QUEIMADA NOVA - 20,00 km; ENTR BR 407 (PATOS) / POV. CAJUEIRO - 10,00 km.",Em vigência
PI-EXEC-GOVERNADOR,2024,073/2024,DER-PI - DEPARTAMENTO DE ESTRADAS DE RODAGEM DO PI,CONSORCIO SOLUÇÃO & BS TD-01,184567256.99,"CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DO PROGRAMA DE FORTALECIMENTO DA MANUTENÇÃO PERMANENTE E SEGURANÇA DAS RODOVIAS ESTADUAIS, CONTEMPLADAS NO TERRITÓRIO DE DESENVOLVIMENTO PLANÍCIE LITORÂNEA - TD 01. ENTR. PI-116 / LAGOA DO SOBRADINHO - 4,00 km; ENTR. BR-343 / LAGOA DO PORTINHO - 12,00 km; BURITI DOS LOPES / BARRA DO LONGA´ - 7,00 km; ENTR. PI-116 / ILHA GRANDE - 8,00 km; ENTR. PI-211 / MURICI DOS PORTELAS - 8,00 km; ENTR. PI-211 / POVOADO COROA SÃO REMIGIO - 9,00 km; ENTR PI-116 / PRAIA DO ARROMBADO - 4,00 km; JOAQUIM PIRES / ENTR.BR 343 - 65,00 km; LUÍS CORREIA / POV. CAMURUPIM - 39,00 km; PARNAÍBA / PEDRA DO SAL - 16,00 km; COCAL / DIVISA PI-CE - 21,00 km; ENTR. BR-343 / COCAL - 20,00 km; ENTR. PI-210 / CAJUEIRO DA PRAIA - 19,00 km; ENTR. PI-301 / BARRA GRANDE - 13,00 km; ENTR. BR-343 / BOM PRINCÍPIO - 18,00 km; ENTR BR 402 (JANDIRA DIV PI-MA / ENTR BR 343 - 14,00 km; ENTR. BR-343 / CARAÚBAS DO PIAUÍ´ - 13,00 km; CARAÚBAS DO PIAUÍ´ / CAXINGO´ - 9,00 km; CAXINGO´ / ENTR. PI-211 - 13,00 km; ENTR PI 213 (COCAL) / COCAL DOS ALVES - 10,00 km; ENTR. BR-343 / COCAL/ENTR. BR-402 - 90,00 km; ENTR. PI-116 / MACAPÁ´ - 7,00 km; ANEL VIÁRIO PARNAÍBA - 4,00 km; BOM PRINCÍPIO/ ENTR.PI- 301 - 29,00 km.",Em vigência
PI-EXEC-GOVERNADOR,2024,068/2024,DER-PI - DEPARTAMENTO DE ESTRADAS DE RODAGEM DO PI,CONSORCIO CSS - TD 06,182041887.13,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DO PROGRAMA DE FORTALECIMENTO DA MANUTENÇÃO PERMANENTE E SEGURANÇA DAS RODOVIAS ESTADUAIS, CONTEMPLADAS NO TERRITÓRIO DE DESENVOLVIMENTO VALE DO RIO GUARIBAS - TD 06. VILA NOVA/POVOADO SÃO JOÃO - 12,00 km; PICOS / POVOADO GAMELEIRA - 13,00 km; PICOS / POVOADO SANTA LUZIA - 13,00 km; SÃO JULIÃO / POV. FUJONA - 3,00 km; PIO IX / FRONTEIRAS - 34,00 km; ENTR. BR-020/PIO IX - 40,00 km; SÃO JOSÉ DO PIAUÍ / INHUMA - 43,00 km; BOCAINA/SANTO ANTÔNIO DE LISBOA - 14,00 km; ENTR. BR-020 / FRANCISCO SANTOS - 7,00 km; ENTR.BR-316 / FRANCISCO SANTOS - 14,00 km; ENTR. BR-020 / MONSENHOR HIPÓLITO - 18,00 km; ENTR. BR-316(CAMPO G. DO PIAUÍ) / MONS. HIPÓLITO - 16,00 km; ENTR. BR-316(CAMPO G. DO PIAUÍ) / JAICÓS - 29,00 km; BOCAINA / SÃO JOÃO DA CANABRAVA - 17,00 km; SÃO JOÃO DA CANABRAVA / SÃO LUÍS DO PIAUÍ - 4,00 km; PICOS / SUSSUAPARA / BOCAINA - 18,00 km; PICOS / POVOADO TABATINGA - 12,00 km; ENTR. BR-316- SANTA CRUZ DO PIAUÍ - 26,00 km; SUSSUAPARA / SÃO JOSÉ DO PIAUÍ - 20,00 km; ENTR. BR-407 / ITAINÓPOLIS - 40,00 km; ITAINÓPOLIS / VERA MENDES - 19,00 km; PICOS / SANTANA DO PIAUÍ - 18,00 km; ENTR BR 316 / POV CHAPADA DO MOCAMBO - 24,00 km; PICOS / AROEIRA DO ITAIM - 28,00 km; ENTR PI-142/ FÁBRICA DE CIMENTO / ENTR PI 378 (POV. QUIXABA) - 17,00 km; ENTR. BR-316 / ALAGOINHA DO PIAUÍ - 19,00 km; SANTA CRUZ DO PIAUÍ - PAQUETÁ - 11,00 km; ENTR. BR-316 / PAQUETÁ - 23,00 km; ENTR. BR-230 / SÃO JULIÃO - 5,00 km.",Em vigência
