sq_candidato,grau_instrucao,ocupacao,estado_civil,cor_raca,data_nascimento,foto_url,sites_tse,bens_total,prestacao_total_recebido,prestacao_total_despesas_contratadas,prestacao_total_despesas_pagas,prestacao_data_atualizacao,tse_divulga_url
180002533551,Superior completo,Médico,Solteiro(a),PARDA,1986-12-11,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002533551/PI,HTTPS://WWW.TIKTOK.COM/@DRTHALESCOELHO | HTTPS://WWW.INSTAGRAM.COM/DRTHALESCOELHO | HTTPS://WWW.THALESCOELHO.COM.BR | HTTPS://X.COM/DRTHALESCOELHO | HTTPS://WWW.FACEBOOK.COM/DRTHALESCOELHO,1583395.45,451222.17,655660.85,117989,12/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002533551/2026/PI
180002533545,Superior completo,Médico,Divorciado(a),BRANCA,1985-10-04,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002533545/PI,https://www.tiktok.com/@dr.marcusviniciuskalume?_r=1&_t=ZS-98u5JWxk6Uu | https://www.threads.com/@drmarcusvkalume | HTTPS://WWW.INSTAGRAM.COM/DRMARCUSVKALUME?IGSH=MTZ1ZMJ6BNRQBMZPAA== | https://k.kwai.com/u/@marcuskalume/wCpc7tA1 | https://www.facebook.com/share/1MC79SDCdm/?mibextid=wwXIfr,1207658.28,125528.75,130270.5,70270.5,12/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002533545/2026/PI
180002533557,Superior completo,Advogado,Casado(a),PRETA,1985-08-27,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002533557/PI,https://www.tiktok.com/@vereadorenzosamuel?_r=1&_t=ZS-98CHubDsIFT | https://INSTRAGAM.COM/ENZOSAMUEL.OFC/FACEBOOK.COM/ENZOSAMUEL.OFC | https://x.com/enzosamuelthe | https://www.instagram.com/enzosamuel.ofc?igsh=MTIyMWluMjhkNTBoeA== | https://k.kwai.com/u/@Vereador_enzosamuel/RVICzA9U | https://www.facebook.com/Enzosamuel.ofc/,1504646.61,72916,276014.49,,17/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002533557/2026/PI
180002533563,Superior completo,Vereador,Casado(a),PARDA,1983-02-14,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002533563/PI,https://INSTAGRAM.COM/ELZUILAC | https://FACEBOOK.COM/ELZUILA,481053.85,462761.54,266595.14,226261.81,12/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002533563/2026/PI
180002533542,Superior completo,Aposentado (Exceto Servidor Público),Casado(a),BRANCA,1960-02-28,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002533542/PI,https://@DRALEIDADINIZ/FACEBOOK: LEIDA MARIA DE OLIVEIRA DINIZ,528521.39,,,,12/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002533542/2026/PI
180002554006,Superior completo,Advogado,Casado(a),PARDA,1972-04-28,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002554006/PI,https://www.instagram.com/otonielbisnetoprado/,11711.03,5970,970,970,13/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002554006/2026/PI
180002534810,Superior incompleto,Empresário,Solteiro(a),PARDA,1992-10-21,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002534810/PI,https://x.com/dragaalana | https://www.instagram.com/eduardodragaalana | https://www.facebook.com/61554329200161/ | https://www.tiktok.com/@dragaalana,2184500,171200,246191.6,94864.6,12/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002534810/2026/PI
180002552113,Superior completo,Aposentado (Exceto Servidor Público),Divorciado(a),BRANCA,1955-03-10,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002552113/PI,,390000,5400,,,17/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002552113/2026/PI
180002539037,Ensino Médio completo,Empresário,Solteiro(a),PARDA,1981-12-18,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002539037/PI,HTTPS://KWAI-VIDEO@CHICOPANCA/E3VSCCX | https://INSTAGRAM: @UMGPB | https://@CHICOPANCATERESINA | https://HTTPS:WWW.YOUTUBE.COM@CHICOPANCATERESINA | https://INSTAGRAM:@CHICO_PANCA_2022 | https://TIKTOK.COM@CHICOPANCA5123,,147931.67,59039.35,59039.35,13/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002539037/2026/PI
180002539021,Superior completo,Professor de Ensino Médio,Casado(a),BRANCA,1983-12-25,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002539021/PI,https://www.facebook.com/juniorpercy.percy/ | HTTPS://WWW.INSTAGRAM.COM/JUNIORPERCY11/ | https://www.facebook.com/JuniorPercyOficial/,751314.74,1078675.67,641140.72,515308.22,13/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002539021/2026/PI
180002539039,Superior completo,Jornalista e Redator,Casado(a),PRETA,1952-04-21,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002539039/PI,HTTPS://WWW.INSTAGRAM.COM/PEDROALCANTARA.PI/ | https://www.facebook.com/share/1JgRGHxvAy/?mibextid=wwXIfr | HTTPS://WWW.TIKTOK.COM/SEARCH?Q=PEDRO_ALCANTARA_PI&T=1785803290024,125002.55,952675.67,397065.67,342565.67,11/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002539039/2026/PI
180002540683,Ensino Médio completo,"Porteiro de Edifício, Ascensorista, Garagista e Zelador",Casado(a),PARDA,1969-05-25,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002540683/PI,https://INSTAGRAM.COM/VALDIVINOBAR007,1372.2,,,,10/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002540683/2026/PI
180002540680,Ensino Médio completo,Policial Militar,Solteiro(a),PRETA,1970-11-01,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002540680/PI,https://FACEBOOK.COM/GALIANA.COSTA | https://INSTAGRAM.COM/GALIANACOSTA,100,,,,10/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002540680/2026/PI
180002540686,Superior completo,Advogado,Casado(a),PRETA,1970-03-08,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002540686/PI,https://INSTAGRAM.COM/CICEROROMAOADV,120.85,,,,10/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002540686/2026/PI
180002533196,Superior completo,Deputado,Casado(a),PARDA,1993-11-23,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002533196/PI,,2731058.18,1453713.4,1491844.51,99504.13,13/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002533196/2026/PI
180002536459,Superior completo,Advogado,Casado(a),BRANCA,1986-05-02,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002536459/PI,HTTPS://WWW.INSTAGRAM.COM/VENANCIOCARDOSOPI/,894099.9,1037215.75,349843.37,183496.37,13/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002536459/2026/PI
180002532476,Superior completo,Deputado,Casado(a),BRANCA,1958-09-17,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002532476/PI,HTTPS://X.COM/MERLONGSOLANO | HTTPS://WWW.INSTAGRAM.COM/MERLONGSOLANO/ | HTTPS://MERLONGSOLANO.COM.BR/ | HTTPS://WWW.FACEBOOK.COM/MERLONGSOLANO/,1047959.9,1967885,1739277.34,1358527.34,12/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002532476/2026/PI
180002533972,Superior completo,Empresário,Divorciado(a),BRANCA,1972-10-27,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002533972/PI,HTTPS://WWW.LINKEDIN.COM/IN/JEFFERSONCSILVA | HTTPS://WWW.FACEBOOK.COM/JEFFERSONCSILVA | HTTPS://WWW.INSTAGRAM.COM/JEFFCARVALHOOFICIAL,800000,,,,09/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002533972/2026/PI
180002534435,Ensino Médio completo,Outros,Casado(a),PRETA,1982-07-30,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002534435/PI,HTTPS://WWW.TIKTOK.COM/@TON.SOUSA033,20000,4500,,,12/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002534435/2026/PI
180002547867,Superior incompleto,"Estudante, Bolsista, Estagiário e Assemelhados",Solteiro(a),BRANCA,2002-06-27,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002547867/PI,https://x.com/giordanmes | https://www.youtube.com/@giordanmes | https://https://instagram.com/giordanmes https://tiktok.com/@giordanmes https://facebook.com/giordanmes https://youtube.com/@giordanmes https://x.com/giordanmes | https://www.tiktok.com/@giordanmes | https://www.facebook.com/giordanmes | https://www.instagram.com/giordanmes,,3704.78,1078.44,1078.44,14/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002547867/2026/PI
180002552086,Superior incompleto,"Estudante, Bolsista, Estagiário e Assemelhados",Solteiro(a),PRETA,1997-10-10,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002552086/PI,HTTPS://WWW.INSTAGRAM.COM/DARAANETO/,293.75,2050,,,17/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002552086/2026/PI
180002548572,Superior completo,Torneiro Mecânico,Casado(a),PARDA,1963-03-18,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002548572/PI,https://www.instagram.com/joaquim_saraiva60/ | HTTP://WWW.INSTAGRAM.COM/JOAQUIM_SARAIVA60,,,,,13/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002548572/2026/PI
180002548580,Superior completo,Empresário,Divorciado(a),BRANCA,1959-04-09,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002548580/PI,HTTP://WWW.INSTAGRAM.COM/ALVESJESUSRODRIGUES,1460522.74,18100,12391.5,12391.5,13/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002548580/2026/PI
180002552093,Superior completo,Empresário,Solteiro(a),PARDA,1989-05-22,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002552093/PI,,,,,,,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002552093/2026/PI
180002550677,Ensino Médio completo,Comerciante,Divorciado(a),PARDA,1973-10-24,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002550677/PI,HTTPS://WWW.INSTAGRAM.COM/CRISTIANOFOLHA_,,,,,1989-12-31,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002550677/2026/PI
180002550676,Ensino Médio completo,Administrador,Solteiro(a),PARDA,1991-10-15,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002550676/PI,HTTPS://WWW.INSTAGRAM.COM/DANIEL_PSOL,152000,9434.28,6825.03,6825.03,13/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002550676/2026/PI
180002544103,Ensino Médio completo,Empresário,Casado(a),PARDA,1983-01-03,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002544103/PI,https://INSTAGRAM.COM/DIANACARVALHOOFICIAL | https://THREADS.COM/@DIANACARVALHOOFICIAL | https://YOUTUBE.COM/@PASTORADIANACARVALHO | https://FACEBOOK.COM/OFICIALDIANACARVALHO,,874800,266537,266537,11/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002544103/2026/PI
180002541421,Superior completo,Policial Militar,Casado(a),PRETA,1974-08-18,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002541421/PI,https://INSTAGRAM.COM/BENE_MARQUESC,1,,,,11/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002541421/2026/PI
180002552095,Superior completo,Servidor Público Municipal,Casado(a),PARDA,1979-02-13,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002552095/PI,https://www.facebook.com/share/1EgF3z9Prm/?mibextid=wwXIfr | https://www.instagram.com/professor.ximenes?igsi=OGI4NDFvZXBkbWx4,570980,,,,13/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002552095/2026/PI
180002541693,Superior completo,Advogado,Casado(a),BRANCA,1967-02-16,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002541693/PI,https://FACEBOOK.COM/GILBERTO.MOREIRA.DE.SOUSA.2025 | https://INSTAGRAM.COM/GILBERTOMOREIRAADVOGADO | https://TIKTOK.COM/@GILBERTO.MOREIRA596,286623.98,,,,11/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002541693/2026/PI
180002547863,Superior completo,Outros,Solteiro(a),BRANCA,1985-12-17,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002547863/PI,https://www.instagram.com/dionisiodopiaui?igsh=aGN0d2xqdzF0eWtv | https://www.facebook.com/dionisiocarvalhopiaui,,,,,09/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002547863/2026/PI
180002548155,Superior completo,Outros,Separado(a) judicialmente,PARDA,1978-03-17,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002548155/PI,https://INSTAGRAM.COM/JARDENYABEZERRA | https://FACEBOOK.COM/JARDENYA.BEZERRA.9,334000,3000,3000,3000,11/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002548155/2026/PI
180002548157,Superior incompleto,Outros,Casado(a),PRETA,1976-02-03,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002548157/PI,https://INSTAGRAM.COM/MISS.EVANDROCRAVEIRO | https://INSTAGRAM.COM/EVANDROVOZESDOPIAUI,100000,,,,11/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002548157/2026/PI
180002550979,Ensino Médio completo,Agricultor,Casado(a),PRETA,1975-07-13,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002550979/PI,HTTPS://WWW.INSTAGRAM.COM/FRANCINALDOPSOL/,,45500,44625.5,40725.5,13/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002550979/2026/PI
180002532987,Superior completo,Governador,Casado(a),BRANCA,1985-05-06,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002532987/PI,HTTPS://WWW.THREADS.COM/@RAFAEL.FONTELES | HTTPS://X.COM/RAFAELFONTELES_ | HTTPS://WWW.INSTAGRAM.COM/RAFAEL.FONTELES/ | HTTPS://WWW.FACEBOOK.COM/RAFAELFONTELESPI | HTTPS://WWW.YOUTUBE.COM/@RAFAELFONTELES | HTTPS://OPEN.SPOTIFY.COM/SHOW/1LHFAN1LK7SYAECXFVIWLJ?SI=5YBKCILXTRWL4GPKD5J8YW&U | HTTPS://K.KWAI.COM/U/@RAFAELFONTELELES/WWCQEXHU | HTTPS://WWW.TIKTOK.COM/@RAFAELFONTELESPI,1799948.6,2070609.46,5632064.13,1271466.95,17/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002532987/2026/PI
180002544216,Superior completo,Médico,Casado(a),BRANCA,1964-11-03,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002544216/PI,HTTPS://WWW.INSTAGRAM.COM/DRALUCIASANTOS/ | https://www.youtube.com/@dra.luciasantos,799134.68,87500,57302,6171,12/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002544216/2026/PI
180002548388,Superior completo,Advogado,Casado(a),PARDA,1986-05-15,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002548388/PI,https://FACEBOOK.COM/DRARAVENNACASTRO | https://INSTAGRAM.COM/RAVENNACASTROPI | https://INSTAGRAM.COM/RAVENNA_DA_INCLUSAO,91600.52,,,,11/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002548388/2026/PI
180002551950,Ensino Médio completo,Dona de Casa,Solteiro(a),PARDA,1986-09-06,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002551950/PI,HTTPS://WWW.INSTAGRAM.COM/MAYL_SIL,,15528.1,15528.1,15528.1,13/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002551950/2026/PI
180002536230,Superior completo,Administrador,Casado(a),BRANCA,1988-09-20,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002536230/PI,HTTPS://WWW.FACEBOOK.COM/DOGIMFELIX | HTTPS://WWW.INSTAGRAM.COM/DOGIMFELIX/,1769792.19,374895,161727.34,85527.34,16/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002536230/2026/PI
180002533564,Superior completo,Advogado,Casado(a),PARDA,1993-06-14,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002533564/PI,https://@BRENOMACEDOPI | https://brenomacedopi.com.br,2081162.74,94923.25,441477.03,13547.43,12/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002533564/2026/PI
180002533544,Superior completo,Deputado,Solteiro(a),PARDA,1977-03-12,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002533544/PI,HTTPS://FACEBOOK.COM/RUBENSVIEIRAPI | HTTPS://WWW.THREADS.COM/@RUBENJPVIEIRA | HTTPS://RUBENSVIEIRAPI.COM | HTTPS://WWW.INSTAGRAM.COM/RUBENSVIEIRAPI/,965059.21,383855,532516.22,283938.41,17/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002533544/2026/PI
180002533559,Superior completo,Deputado,Casado(a),PARDA,1979-09-01,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002533559/PI,HTTPS://X.COM/DRVINICIUSPI | HTTPS://WWW.YOUTUBE.COM/@DRVINICIUSNASCIMENTOPI | HTTPS://WWW.INSTAGRAM.COM/DRVINICIUSNASCIMENTOPI | HTTPS://WWW.KWAI.COM/@DRVINICIUSNASCIMENTO | HTTPS://WWW.TIKTOK.COM/@DRVINICIUSNASCIMENTO | HTTPS://WWW.FACEBOOK.COM/DRVINICIUSNASCIMENTOPI,995000,366096.6,383791.84,38500,12/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002533559/2026/PI
180002533554,Superior completo,Psicólogo,Casado(a),PARDA,1959-12-03,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002533554/PI,HTTPS://WWW.FACEBOOK.COM/SHARE/1BZMSQZP99/ | HTTPS://WWW.INSTAGRAM.COM/TERESABRITTO_/,416290.1,884950,553519.34,249819.34,13/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002533554/2026/PI
180002534817,Superior completo,Diretor de Empresas,Solteiro(a),PARDA,1979-05-02,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002534817/PI,,643000,167505,130208.2,129523.2,13/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002534817/2026/PI
180002534819,Superior completo,Assistente Social,Divorciado(a),BRANCA,1965-09-23,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002534819/PI,,407346,331452,476171.36,165434.88,17/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002534819/2026/PI
180002534818,Superior completo,Produtor Agropecuário,Casado(a),PARDA,1978-09-16,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002534818/PI,,679000,175615.75,144975.09,136257.2,13/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002534818/2026/PI
180002548637,Superior completo,Eletricista e Assemelhados,Casado(a),PARDA,1995-06-08,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002548637/PI,https://LIMADIEGO.VITOR@GMAIL.COM,,100000,51870,51870,13/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002548637/2026/PI
180002548636,Superior incompleto,Representante Comercial,Casado(a),BRANCA,1964-10-16,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002548636/PI,https://TIKTOK ¿ MARAZZOPLPIAUI | https://THREADS ¿ MARAZZOPLPIAUI | https://KWAI ¿ MARAZZOPLPIAUI | https://INSTAGRAM ¿ MARAZZOPLPIAUI | https://YOUTUBE ¿ MARAZZOPIAUI,,100000,42368,42368,12/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002548636/2026/PI
180002548650,Ensino Médio completo,"Estudante, Bolsista, Estagiário e Assemelhados",Solteiro(a),BRANCA,1969-04-13,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002548650/PI,,113000,100000,98206.61,98206.61,11/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002548650/2026/PI
180002548640,Ensino Médio incompleto,"Estudante, Bolsista, Estagiário e Assemelhados",Solteiro(a),BRANCA,2005-11-05,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002548640/PI,,,300000,89366.01,89366.01,11/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002548640/2026/PI
180002548651,Superior completo,Enfermeiro,Viúvo(a),PARDA,1962-02-20,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002548651/PI,,160000,700000,74000,49000,11/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002548651/2026/PI
180002548646,Superior completo,Empresário,Casado(a),BRANCA,1992-10-07,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002548646/PI,https://INSTAGRAM: @FRIDADIEDRICH,,1100000,1043782,1023782,13/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002548646/2026/PI
180002548641,Superior completo,Administrador,Solteiro(a),PRETA,1982-03-28,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002548641/PI,https://INSTAGRAM: @FLAVIAMOITAA,,701970.55,78378.6,15013.6,13/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002548641/2026/PI
180002552106,Ensino Médio completo,Jornalista e Redator,Casado(a),BRANCA,1965-11-13,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002552106/PI,HTTP://WWW.INSTAGRAM.COM/REPORTER_DO_POVAO,15000,5000,5000,,17/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002552106/2026/PI
180002551958,Superior incompleto,Outros,Casado(a),PARDA,1989-04-11,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002551958/PI,,,11382.98,5000,,15/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002551958/2026/PI
180002539034,Ensino Médio completo,Dona de Casa,Solteiro(a),PRETA,1972-10-19,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002539034/PI,https://www.instagram.com/anacristina.ferreira.752673216?igsi=aWZ5OTNtaXBwYmFh | https://www.instagram.com/tinadoscarroceiros?stkn=MXRhNDdtYXplNGIweQ%3D%3D&utm_source=qr,130000,248809.13,52947.5,34947.5,13/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002539034/2026/PI
180002539015,Ensino Médio incompleto,Artesão,Casado(a),PRETA,1993-07-30,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002539015/PI,HTTPS://WWW.INSTAGRAM.COM/EMBAIXADORADOREINNO/ | https://www.facebook.com/share/17j7TCreCq/?mibextid=wwXIfr,,667375.67,134956,119956,12/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002539015/2026/PI
180002540682,Ensino Fundamental completo,Motorista de Veículos de Transporte Coletivo de Passageiros,Casado(a),PARDA,1967-01-04,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002540682/PI,https://TIKTOK.COM/@ORLANDO_MATIAS2 | https://FACEBOOK.COM/ORLANDO.MATIAS.1428 | https://INSTAGRAM.COM/ORLANDO__MATIAS,88591.91,,,,10/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002540682/2026/PI
180002533193,Superior completo,Advogado,Divorciado(a),PARDA,1960-05-03,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002533193/PI,,31701.63,203000,100109.73,47509.73,16/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002533193/2026/PI
180002536457,Ensino Médio completo,Vereador,Casado(a),BRANCA,1973-03-19,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002536457/PI,https://www.facebook.com/share/1K8pEa3han/?mibextid=wwXIfr | https://irmaozeluis.com.br/ | HTTPS://WWW.INSTAGRAM.COM/IRMAOZELUISPI/,211232.72,731871.67,435510.5,2220,13/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002536457/2026/PI
